Date/Time	Stress Level	temp	feels_like	temp_min	temp_max	pressure	humidity	wind_speed	rain_1h	clouds_all	weather_main	Walking Speed (km/hr)	Environmental Audio Exposure (dBASPL)	Blood Oxygen Saturation (%)
2022-02-19 15:25:00+00:00	Low	7.5	2.83	6.61	8.28	1010	69	10.29	1.4	75	5	4.21	69.73	97.0
2022-02-19 18:02:00+00:00	Low	3.84	-1.9	3.27	4.4	1006	89	9.83	6.28	75	5	0.0	60.0	100.0
2022-02-19 21:53:00+00:00	Low	6.35	1.31	5.5	6.68	1004	88	10.29	0.34	75	5	4.68	69.73	97.0
2022-02-19 22:27:00+00:00	Low	6.35	1.31	5.5	6.68	1004	88	10.29	0.34	75	5	4.21	69.73	97.0
2022-02-20 00:02:00+00:00	Low	4.6	-0.88	4.38	4.97	1008	87	9.77	0.25	75	5	0.0	74.6	97.0
2022-02-20 01:58:00+00:00	Low	5.16	1.03	4.38	5.52	1010	84	6.17	0.0	75	1	0.0	41.18	99.0
2022-02-21 17:23:00+00:00	Low	7.85	3.18	7.16	8.29	1006	80	10.8	2.54	75	5	0.0	63.56	100.0
2022-02-21 18:02:00+00:00	Low	7.96	3.01	7.7	8.29	1007	77	12.35	3.05	75	5	4.5	69.73	97.0
2022-02-21 18:13:00+00:00	Low	7.96	3.01	7.7	8.29	1007	77	12.35	3.05	75	5	5.44	69.73	97.0
2022-02-21 18:22:00+00:00	Low	7.96	3.01	7.7	8.29	1007	77	12.35	3.05	75	5	5.44	75.45	97.0
2022-02-21 18:45:00+00:00	Low	7.32	2.36	6.61	7.74	1010	79	11.32	5.33	20	5	4.39	69.73	97.0
2022-02-21 18:53:00+00:00	Low	7.32	2.36	6.61	7.74	1010	79	11.32	5.33	20	5	4.39	54.51	97.0
2022-02-21 21:43:00+00:00	Low	6.51	2.07	5.5	7.23	1014	81	8.23	0.0	20	1	4.25	69.73	97.0
2022-02-21 22:31:00+00:00	Low	6.34	2.0	5.5	6.68	1016	80	7.72	0.0	20	1	5.36	69.73	97.0
2022-02-21 22:51:00+00:00	Low	6.34	2.0	5.5	6.68	1016	80	7.72	0.0	20	1	0.0	44.15	100.0
2022-02-21 23:20:00+00:00	Low	6.34	2.0	5.5	6.68	1016	80	7.72	0.0	20	1	0.0	64.79	100.0
2022-02-22 15:38:00+00:00	Low	10.0	5.73	9.37	10.51	1011	89	12.52	2.94	75	5	0.0	50.44	97.0
2022-02-22 16:06:00+00:00	Low	10.0	5.73	9.37	10.51	1011	89	12.52	2.94	75	5	0.0	46.9	96.0
2022-02-22 16:50:00+00:00	Low	9.17	4.84	8.27	9.97	1013	89	11.32	2.83	20	5	3.78	69.73	97.0
2022-02-22 16:55:00+00:00	Low	9.17	4.84	8.27	9.97	1013	89	11.32	2.83	20	5	5.26	69.73	97.0
2022-02-22 16:58:00+00:00	High	9.17	4.84	8.27	9.97	1013	89	11.32	2.83	20	5	5.4	69.73	97.0
2022-02-22 17:00:00+00:00	Low	9.17	4.84	8.27	9.97	1013	89	11.32	2.83	20	5	5.4	69.73	97.0
2022-02-22 17:03:00+00:00	Low	9.17	4.84	8.27	9.97	1013	89	11.32	2.83	20	5	5.47	69.39	97.0
2022-02-22 17:04:00+00:00	Medium	9.17	4.84	8.27	9.97	1013	89	11.32	2.83	20	5	5.47	69.39	97.0
2022-02-22 17:34:00+00:00	Low	7.58	4.3	6.61	8.29	1014	80	5.66	0.89	0	5	4.61	77.43	97.0
2022-02-22 17:40:00+00:00	Low	7.58	4.3	6.61	8.29	1014	80	5.66	0.89	0	5	5.65	77.43	97.0
2022-02-22 17:41:00+00:00	High	7.58	4.3	6.61	8.29	1014	80	5.66	0.89	0	5	5.65	77.43	97.0
2022-02-22 17:42:00+00:00	Medium	7.58	4.3	6.61	8.29	1014	80	5.66	0.89	0	5	5.65	77.43	97.0
2022-02-22 17:43:00+00:00	Low	7.58	4.3	6.61	8.29	1014	80	5.66	0.89	0	5	5.83	69.73	97.0
2022-02-22 17:50:00+00:00	Medium	7.58	4.3	6.61	8.29	1014	80	5.66	0.89	0	5	5.83	69.73	97.0
2022-02-23 18:15:00+00:00	Low	9.58	6.49	8.29	9.98	1019	64	6.69	0.0	75	1	5.0	69.73	97.0
2022-02-23 18:21:00+00:00	Medium	9.58	6.49	8.29	9.98	1019	64	6.69	0.0	75	1	4.43	69.73	97.0
2022-02-23 18:22:00+00:00	Low	9.58	6.49	8.29	9.98	1019	64	6.69	0.0	75	1	4.1	69.73	97.0
2022-02-24 20:01:00+00:00	Low	4.28	-0.49	3.28	5.01	1011	80	7.2	1.52	20	5	5.87	69.93	97.0
2022-02-24 20:06:00+00:00	Low	4.28	-0.49	3.28	5.01	1011	80	7.2	1.52	20	5	5.33	69.93	97.0
2022-02-24 20:16:00+00:00	Low	4.28	-0.49	3.28	5.01	1011	80	7.2	1.52	20	5	5.4	69.73	97.0
2022-02-24 20:48:00+00:00	Low	4.93	-0.15	4.38	5.01	1012	71	8.75	0.0	40	1	4.93	69.73	97.0
2022-02-24 21:10:00+00:00	Low	4.93	-0.15	4.38	5.01	1012	71	8.75	0.0	40	1	5.29	86.81	97.0
2022-02-24 21:21:00+00:00	Low	4.93	-0.15	4.38	5.01	1012	71	8.75	0.0	40	1	5.26	69.73	97.0
2022-02-24 21:23:00+00:00	Low	4.93	-0.15	4.38	5.01	1012	71	8.75	0.0	40	1	4.9	69.73	97.0
2022-02-25 01:16:00+00:00	Low	5.03	0.14	4.39	5.52	1014	72	8.23	0.25	20	5	4.72	69.73	97.0
2022-02-25 18:15:00+00:00	Low	5.78	2.49	4.93	6.68	1027	79	4.63	0.0	20	1	5.65	69.73	97.0
2022-02-25 18:25:00+00:00	Low	5.78	2.49	4.93	6.68	1027	79	4.63	0.0	20	1	4.86	75.49	97.0
2022-02-25 21:36:00+00:00	Low	3.48	1.53	1.97	4.4	1031	86	2.06	0.0	20	1	4.97	69.73	97.0
2022-02-25 21:40:00+00:00	Low	3.48	1.53	1.97	4.4	1031	86	2.06	0.0	20	1	4.21	69.73	97.0
2022-02-25 21:46:00+00:00	Low	3.48	1.53	1.97	4.4	1031	86	2.06	0.0	20	1	5.04	69.73	97.0
2022-02-25 21:54:00+00:00	Low	3.48	1.53	1.97	4.4	1031	86	2.06	0.0	20	1	0.0	61.98	98.0
2022-02-28 14:24:00+00:00	Low	9.89	6.74	9.38	10.52	1029	45	7.2	0.0	0	0	4.36	69.73	97.0
2022-02-28 14:35:00+00:00	Low	10.13	8.5	9.38	11.07	1028	50	6.69	0.0	0	0	5.04	69.73	97.0
2022-02-28 14:40:00+00:00	Low	10.13	8.5	9.38	11.07	1028	50	6.69	0.0	0	0	5.29	76.73	97.0
2022-02-28 15:14:00+00:00	Low	10.13	8.5	9.38	11.07	1028	50	6.69	0.0	0	0	4.82	73.35	97.0
2022-02-28 15:20:00+00:00	Low	10.13	8.5	9.38	11.07	1028	50	6.69	0.0	0	0	5.98	69.73	97.0
2022-02-28 15:23:00+00:00	Low	10.13	8.5	9.38	11.07	1028	50	6.69	0.0	0	0	5.65	69.73	97.0
2022-02-28 15:29:00+00:00	Medium	10.13	8.5	9.38	11.07	1028	50	6.69	0.0	0	0	5.76	69.73	97.0
2022-02-28 15:30:00+00:00	Low	10.13	8.5	9.38	11.07	1028	50	6.69	0.0	0	0	5.76	69.73	97.0
2022-02-28 15:31:00+00:00	Low	9.5	6.91	8.82	9.98	1028	47	5.14	0.0	0	0	4.61	69.73	97.0
2022-02-28 15:32:00+00:00	High	9.5	6.91	8.82	9.98	1028	47	5.14	0.0	0	0	4.61	69.73	97.0
2022-02-28 15:35:00+00:00	Medium	9.5	6.91	8.82	9.98	1028	47	5.14	0.0	0	0	4.61	69.73	97.0
2022-02-28 15:36:00+00:00	Low	9.5	6.91	8.82	9.98	1028	47	5.14	0.0	0	0	4.61	68.68	97.0
2022-02-28 16:26:00+00:00	Low	9.5	6.91	8.82	9.98	1028	47	5.14	0.0	0	0	4.43	69.73	97.0
2022-02-28 16:37:00+00:00	Low	8.05	4.89	7.71	8.29	1028	55	5.66	0.0	0	0	5.15	71.52	97.0
2022-02-28 16:44:00+00:00	Low	8.05	4.89	7.71	8.29	1028	55	5.66	0.0	0	0	5.4	71.52	97.0
2022-02-28 16:46:00+00:00	Low	8.05	4.89	7.71	8.29	1028	55	5.66	0.0	0	0	5.4	69.73	97.0
2022-02-28 17:32:00+00:00	Low	5.95	3.26	4.93	7.18	1028	61	3.6	0.0	0	0	5.18	69.73	97.0
2022-02-28 17:36:00+00:00	Low	5.95	3.26	4.93	7.18	1028	61	3.6	0.0	0	0	5.54	67.7	97.0
2022-03-01 14:38:00+00:00	Low	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	5.94	69.73	97.0
2022-03-01 14:58:00+00:00	Low	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	4.5	69.73	97.0
2022-03-01 15:14:00+00:00	Low	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	5.69	69.73	97.0
2022-03-01 15:24:00+00:00	High	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	5.18	63.2	97.0
2022-03-01 15:25:00+00:00	Medium	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	6.23	63.2	97.0
2022-03-01 15:26:00+00:00	Low	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	6.23	63.2	97.0
2022-03-01 15:27:00+00:00	Low	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	6.23	69.73	97.0
2022-03-01 15:28:00+00:00	High	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	6.23	69.73	97.0
2022-03-01 15:30:00+00:00	Medium	6.12	5.17	5.5	6.63	1027	82	1.54	0.0	100	2	6.23	69.73	97.0
2022-03-01 16:55:00+00:00	Low	6.2	5.27	5.48	6.63	1027	79	1.54	0.0	100	2	4.36	64.43	97.0
2022-03-01 20:37:00+00:00	Low	5.68	2.93	4.94	6.07	1028	83	3.6	0.0	100	1	6.05	69.73	97.0
2022-03-01 20:40:00+00:00	Low	5.68	2.93	4.94	6.07	1028	83	3.6	0.0	100	1	5.62	69.73	97.0
2022-03-01 20:42:00+00:00	High	5.68	2.93	4.94	6.07	1028	83	3.6	0.0	100	1	5.62	69.73	97.0
2022-03-01 20:43:00+00:00	Medium	5.68	2.93	4.94	6.07	1028	83	3.6	0.0	100	1	5.62	69.73	97.0
2022-03-01 21:00:00+00:00	Low	5.68	2.93	4.94	6.07	1028	83	3.6	0.0	100	1	5.44	69.73	97.0
2022-03-02 20:56:00+00:00	Low	4.99	2.43	2.97	6.09	1021	64	3.09	0.0	0	0	5.08	69.73	97.0
2022-03-02 21:13:00+00:00	Low	4.99	2.43	2.97	6.09	1021	64	3.09	0.0	0	0	0.0	67.25	100.0
2022-03-04 11:44:00+00:00	Low	8.58	6.2	8.29	9.94	1021	50	4.12	0.0	0	0	4.32	69.73	97.0
2022-03-04 11:46:00+00:00	Low	8.58	6.2	8.29	9.94	1021	50	4.12	0.0	0	0	4.32	73.19	97.0
2022-03-04 11:51:00+00:00	Low	8.58	6.2	8.29	9.94	1021	50	4.12	0.0	0	0	3.06	73.19	97.0
2022-03-04 11:59:00+00:00	Low	8.58	6.2	8.29	9.94	1021	50	4.12	0.0	0	0	4.14	69.73	97.0
2022-03-04 15:31:00+00:00	Low	10.41	8.68	9.39	11.09	1020	45	3.6	0.0	0	0	5.22	69.73	97.0
2022-03-04 19:06:00+00:00	Low	6.13	3.18	4.94	6.65	1021	56	4.12	0.0	0	0	4.97	69.73	97.0
2022-03-04 19:15:00+00:00	Low	6.13	3.18	4.94	6.65	1021	56	4.12	0.0	0	0	5.11	69.73	97.0
2022-03-04 19:37:00+00:00	Low	5.22	1.55	3.83	6.09	1021	58	5.14	0.0	0	0	3.74	69.73	97.0
2022-03-04 20:32:00+00:00	Low	4.49	0.88	3.82	4.96	1021	57	4.63	0.0	0	0	0.0	71.3	97.0
2022-03-04 22:59:00+00:00	Low	2.73	-0.67	1.61	3.29	1021	67	3.6	0.0	0	0	4.57	87.97	97.0
2022-03-04 23:14:00+00:00	Low	2.73	-0.67	1.61	3.29	1021	67	3.6	0.0	0	0	4.25	69.73	97.0
2022-03-04 23:20:00+00:00	Low	2.73	-0.67	1.61	3.29	1021	67	3.6	0.0	0	0	4.07	69.73	97.0
2022-03-04 23:26:00+00:00	Low	2.73	-0.67	1.61	3.29	1021	67	3.6	0.0	0	0	3.71	65.06	97.0
2022-03-04 23:53:00+00:00	Low	2.04	-2.16	0.97	2.76	1021	71	4.63	0.0	0	0	4.82	69.73	97.0
2022-03-05 22:02:00+00:00	Low	2.73	-1.3	1.61	3.29	1024	83	4.63	0.0	0	0	3.46	69.73	97.0
2022-03-06 02:37:00+00:00	Low	2.39	-2.0	1.61	2.76	1025	78	5.14	0.0	40	1	0.0	90.23	98.0
2022-03-06 04:00:00+00:00	Low	2.0	-1.56	1.04	2.73	1026	77	3.6	0.0	20	1	0.0	83.28	97.0
2022-03-06 04:28:00+00:00	Low	2.0	-1.56	1.04	2.73	1026	77	3.6	0.0	20	1	0.0	80.33	99.0
2022-03-06 04:58:00+00:00	Low	1.67	-1.96	0.49	2.18	1026	80	3.6	0.0	0	0	0.0	75.9	99.0
2022-03-07 20:41:00+00:00	Low	3.99	-0.24	3.29	4.4	1025	61	5.66	0.0	0	0	3.89	69.73	97.0
2022-03-07 20:58:00+00:00	Low	3.99	-0.24	3.29	4.4	1025	61	5.66	0.0	0	0	4.68	69.73	97.0
2022-03-08 12:35:00+00:00	Low	9.96	6.83	8.81	10.57	1020	37	7.2	0.25	0	5	4.36	69.73	97.0
2022-03-08 13:19:00+00:00	Low	9.96	6.83	8.81	10.57	1020	37	7.2	0.25	0	5	3.56	69.35	97.0
2022-03-08 13:28:00+00:00	Low	9.96	6.83	8.81	10.57	1020	37	7.2	0.25	0	5	3.64	69.73	97.0
2022-03-08 13:33:00+00:00	Low	10.06	8.14	9.38	11.07	1020	39	7.72	0.0	0	0	3.64	69.73	97.0
2022-03-08 13:56:00+00:00	Low	10.06	8.14	9.38	11.07	1020	39	7.72	0.0	0	0	4.32	69.11	97.0
2022-03-08 13:57:00+00:00	Medium	10.06	8.14	9.38	11.07	1020	39	7.72	0.0	0	0	3.28	69.73	97.0
2022-03-08 14:23:00+00:00	Low	10.06	8.14	9.38	11.07	1020	39	7.72	0.0	0	0	2.16	68.91	97.0
2022-03-08 15:25:00+00:00	Low	10.22	8.34	9.39	11.07	1020	40	7.2	0.0	0	0	5.08	65.18	97.0
2022-03-08 16:19:00+00:00	Low	10.15	8.16	9.39	10.54	1019	36	7.2	0.0	0	0	4.82	65.66	97.0
2022-03-08 16:56:00+00:00	Low	9.13	6.26	8.28	9.4	1020	40	5.66	0.0	0	0	5.11	68.65	97.0
2022-03-08 17:00:00+00:00	Low	9.13	6.26	8.28	9.4	1020	40	5.66	0.0	0	0	5.36	69.73	97.0
2022-03-08 18:31:00+00:00	Low	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	7.34	69.73	97.0
2022-03-08 18:42:00+00:00	Medium	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	5.33	69.73	97.0
2022-03-08 18:59:00+00:00	Low	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	6.48	69.73	97.0
2022-03-08 19:09:00+00:00	Low	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	7.27	69.73	97.0
2022-03-08 19:14:00+00:00	Low	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	7.09	69.73	97.0
2022-03-08 19:16:00+00:00	Low	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	4.75	69.73	97.0
2022-03-08 19:18:00+00:00	Low	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	4.75	65.81	97.0
2022-03-08 19:28:00+00:00	Low	6.39	3.5	5.5	7.18	1020	50	4.12	0.0	0	0	6.73	69.73	97.0
2022-03-12 20:22:00+00:00	Low	12.1	10.88	11.61	12.73	1015	58	6.17	0.31	0	5	5.29	69.73	97.0
2022-03-13 02:02:00+00:00	Low	10.92	9.61	9.95	11.62	1013	59	6.17	0.0	40	1	5.04	69.73	97.0
2022-03-13 03:32:00+00:00	Low	10.08	8.79	9.38	10.54	1013	63	6.17	0.0	20	1	5.69	69.73	97.0
2022-03-13 21:08:00+00:00	Low	13.0	11.95	12.14	13.31	1015	61	5.66	0.35	0	5	4.21	69.73	97.0
2022-03-13 22:53:00+00:00	Low	11.5	10.38	10.5	12.17	1016	64	4.02	0.33	20	5	5.22	79.24	97.0
2022-03-14 16:45:00+00:00	Low	11.12	10.04	9.96	11.65	1027	67	4.63	0.0	20	1	4.64	69.73	97.0
2022-03-14 17:27:00+00:00	Low	11.12	10.04	9.96	11.65	1027	67	4.63	0.0	20	1	4.46	69.73	97.0
2022-03-14 17:32:00+00:00	Low	10.0	8.19	8.29	10.54	1027	63	3.6	0.0	0	0	4.46	69.73	97.0
2022-03-14 17:35:00+00:00	Low	10.0	8.19	8.29	10.54	1027	63	3.6	0.0	0	0	4.46	69.68	97.0
2022-03-14 17:37:00+00:00	Low	10.0	8.19	8.29	10.54	1027	63	3.6	0.0	0	0	2.59	69.68	97.0
2022-03-14 17:47:00+00:00	Low	10.0	8.19	8.29	10.54	1027	63	3.6	0.0	0	0	4.21	69.73	97.0
2022-03-14 17:50:00+00:00	Low	10.0	8.19	8.29	10.54	1027	63	3.6	0.0	0	0	4.68	69.73	97.0
2022-03-15 18:19:00+00:00	Low	10.45	9.25	9.93	11.12	1023	65	1.03	0.0	0	0	6.08	66.8	97.0
2022-03-15 19:47:00+00:00	Low	8.55	7.45	7.18	9.4	1024	73	2.06	0.0	0	0	3.71	71.81	97.0
2022-03-15 19:52:00+00:00	Low	8.55	7.45	7.18	9.4	1024	73	2.06	0.0	0	0	3.71	69.73	97.0
2022-03-16 16:27:00+00:00	Low	13.14	12.02	12.17	13.84	1020	58	6.69	0.0	0	0	5.87	68.43	97.0
2022-03-16 16:37:00+00:00	Low	12.75	11.65	11.62	13.29	1020	60	6.17	0.0	20	1	4.86	69.73	97.0
2022-03-18 13:29:00+00:00	Low	14.71	13.83	13.82	15.52	1044	61	4.12	0.0	20	1	5.18	69.73	97.0
2022-03-18 18:38:00+00:00	Low	10.7	9.76	9.96	11.6	1045	74	4.63	0.0	0	0	0.0	53.68	100.0
2022-03-22 14:52:00+00:00	Low	18.83	18.02	18.29	19.94	1030	48	2.57	0.0	0	0	4.79	69.73	97.0
2022-03-22 15:39:00+00:00	Low	18.38	17.37	17.74	19.41	1030	42	2.57	0.0	0	0	0.0	71.81	97.0
2022-03-22 18:04:00+00:00	Low	15.07	13.86	14.38	15.51	1030	47	2.57	0.0	0	0	5.26	69.73	97.0
2022-03-22 18:08:00+00:00	Low	15.07	13.86	14.38	15.51	1030	47	2.57	0.0	0	0	5.26	75.81	97.0
2022-03-22 18:11:00+00:00	Medium	15.07	13.86	14.38	15.51	1030	47	2.57	0.0	0	0	5.26	75.81	97.0
2022-03-22 18:16:00+00:00	Low	15.07	13.86	14.38	15.51	1030	47	2.57	0.0	0	0	5.62	75.81	97.0
2022-03-22 18:18:00+00:00	Low	15.07	13.86	14.38	15.51	1030	47	2.57	0.0	0	0	5.62	69.73	97.0
2022-03-22 18:19:00+00:00	High	15.07	13.86	14.38	15.51	1030	47	2.57	0.0	0	0	3.74	69.73	97.0
2022-03-22 18:24:00+00:00	Low	15.07	13.86	14.38	15.51	1030	47	2.57	0.0	0	0	3.74	69.73	97.0
2022-03-22 20:06:00+00:00	Low	11.34	10.23	9.94	13.28	1031	65	3.09	0.0	0	0	4.14	69.73	97.0
2022-03-22 20:10:00+00:00	Low	11.34	10.23	9.94	13.28	1031	65	3.09	0.0	0	0	4.14	75.48	97.0
2022-03-22 20:36:00+00:00	Low	10.21	9.17	8.83	11.12	1031	72	2.06	0.0	0	0	5.15	69.73	97.0
